,Image Name,ratio
393,50.pdf_Page 1.jpg_in_logo_lcl.png,0.0
394,50.pdf_Page 1.jpg_in_logo_LCL_screenshot.JPG,0.0
395,50.pdf_Page 1.jpg_in_logo_orange.png,0.0
396,50.pdf_Page 1.jpg_in_logo_orange_screenshot.JPG,0.0
397,50.pdf_Page 1.jpg_in_logo_sfr.png,0.0
398,50.pdf_Page 1.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
399,50.pdf_Page 1.jpg_in_logo_societe_generale.png,0.0
400,50.pdf_Page 2.jpg_in_logo_bouygues_screenshot.JPG,0.41
401,50.pdf_Page 2.jpg_in_logo_bouygues_telecom.png,0.0
402,50.pdf_Page 2.jpg_in_logo_EDF.png,0.0
403,50.pdf_Page 2.jpg_in_logo_EDF_screenshot.PNG,0.0
404,50.pdf_Page 2.jpg_in_logo_enercorp.png,0.01
405,50.pdf_Page 2.jpg_in_logo_engie.png,0.0
406,50.pdf_Page 2.jpg_in_logo_engie_screenshot.JPG,0.0
407,50.pdf_Page 2.jpg_in_logo_free.png,0.0
408,50.pdf_Page 2.jpg_in_logo_free_screenshot.JPG,0.0
409,50.pdf_Page 2.jpg_in_logo_lcl.png,0.0
410,50.pdf_Page 2.jpg_in_logo_LCL_screenshot.JPG,0.0
411,50.pdf_Page 2.jpg_in_logo_orange.png,0.0
412,50.pdf_Page 2.jpg_in_logo_orange_screenshot.JPG,0.0
413,50.pdf_Page 2.jpg_in_logo_sfr.png,0.0
414,50.pdf_Page 2.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
415,50.pdf_Page 2.jpg_in_logo_societe_generale.png,0.0
416,50.pdf_Page 3.jpg_in_logo_bouygues_screenshot.JPG,0.41
417,50.pdf_Page 3.jpg_in_logo_bouygues_telecom.png,0.0
418,50.pdf_Page 3.jpg_in_logo_EDF.png,0.0
419,50.pdf_Page 3.jpg_in_logo_EDF_screenshot.PNG,0.0
420,50.pdf_Page 3.jpg_in_logo_enercorp.png,0.01
421,50.pdf_Page 3.jpg_in_logo_engie.png,0.0
422,50.pdf_Page 3.jpg_in_logo_engie_screenshot.JPG,0.0
423,50.pdf_Page 3.jpg_in_logo_free.png,0.0
424,50.pdf_Page 3.jpg_in_logo_free_screenshot.JPG,0.0
425,50.pdf_Page 3.jpg_in_logo_lcl.png,0.0
426,50.pdf_Page 3.jpg_in_logo_LCL_screenshot.JPG,0.0
427,50.pdf_Page 3.jpg_in_logo_orange.png,0.0
428,50.pdf_Page 3.jpg_in_logo_orange_screenshot.JPG,0.0
429,50.pdf_Page 3.jpg_in_logo_sfr.png,0.0
430,50.pdf_Page 3.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
431,50.pdf_Page 3.jpg_in_logo_societe_generale.png,0.0
432,barbare.JPG_in_logo_bouygues_screenshot.JPG,0.0
433,barbare.JPG_in_logo_bouygues_telecom.png,0.0
434,barbare.JPG_in_logo_EDF.png,0.0
435,barbare.JPG_in_logo_EDF_screenshot.PNG,0.01
436,barbare.JPG_in_logo_enercorp.png,0.0
437,barbare.JPG_in_logo_engie.png,0.0
438,barbare.JPG_in_logo_engie_screenshot.JPG,0.0
439,barbare.JPG_in_logo_free.png,0.0
440,barbare.JPG_in_logo_free_screenshot.JPG,0.0
441,barbare.JPG_in_logo_lcl.png,0.0
442,barbare.JPG_in_logo_LCL_screenshot.JPG,0.0
443,barbare.JPG_in_logo_orange.png,0.0
444,barbare.JPG_in_logo_orange_screenshot.JPG,0.0
445,barbare.JPG_in_logo_sfr.png,0.0
446,barbare.JPG_in_logo_SocieteGenerale_screenshot.JPG,0.0
447,barbare.JPG_in_logo_societe_generale.png,0.0
448,bulletin_paie_1.pdf_Page 1.jpg_in_logo_bouygues_screenshot.JPG,0.03
449,bulletin_paie_1.pdf_Page 1.jpg_in_logo_bouygues_telecom.png,0.0
450,bulletin_paie_1.pdf_Page 1.jpg_in_logo_EDF.png,0.0
451,bulletin_paie_1.pdf_Page 1.jpg_in_logo_EDF_screenshot.PNG,0.03
452,bulletin_paie_1.pdf_Page 1.jpg_in_logo_enercorp.png,0.0
453,bulletin_paie_1.pdf_Page 1.jpg_in_logo_engie.png,0.0
454,bulletin_paie_1.pdf_Page 1.jpg_in_logo_engie_screenshot.JPG,0.0
455,bulletin_paie_1.pdf_Page 1.jpg_in_logo_free.png,0.0
456,bulletin_paie_1.pdf_Page 1.jpg_in_logo_free_screenshot.JPG,0.0
457,bulletin_paie_1.pdf_Page 1.jpg_in_logo_lcl.png,0.0
458,bulletin_paie_1.pdf_Page 1.jpg_in_logo_LCL_screenshot.JPG,0.0
459,bulletin_paie_1.pdf_Page 1.jpg_in_logo_orange.png,0.0
460,bulletin_paie_1.pdf_Page 1.jpg_in_logo_orange_screenshot.JPG,0.0
461,bulletin_paie_1.pdf_Page 1.jpg_in_logo_sfr.png,0.0
462,bulletin_paie_1.pdf_Page 1.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
463,bulletin_paie_1.pdf_Page 1.jpg_in_logo_societe_generale.png,0.0
464,bulletin_paie_2.pdf_Page 1.jpg_in_logo_bouygues_screenshot.JPG,0.03
465,bulletin_paie_2.pdf_Page 1.jpg_in_logo_bouygues_telecom.png,0.0
466,bulletin_paie_2.pdf_Page 1.jpg_in_logo_EDF.png,0.0
467,bulletin_paie_2.pdf_Page 1.jpg_in_logo_EDF_screenshot.PNG,0.02
468,bulletin_paie_2.pdf_Page 1.jpg_in_logo_enercorp.png,0.0
469,bulletin_paie_2.pdf_Page 1.jpg_in_logo_engie.png,0.0
470,bulletin_paie_2.pdf_Page 1.jpg_in_logo_engie_screenshot.JPG,0.0
471,bulletin_paie_2.pdf_Page 1.jpg_in_logo_free.png,0.0
472,bulletin_paie_2.pdf_Page 1.jpg_in_logo_free_screenshot.JPG,0.0
473,bulletin_paie_2.pdf_Page 1.jpg_in_logo_lcl.png,0.0
474,bulletin_paie_2.pdf_Page 1.jpg_in_logo_LCL_screenshot.JPG,0.0
475,bulletin_paie_2.pdf_Page 1.jpg_in_logo_orange.png,0.0
476,bulletin_paie_2.pdf_Page 1.jpg_in_logo_orange_screenshot.JPG,0.0
477,bulletin_paie_2.pdf_Page 1.jpg_in_logo_sfr.png,0.0
478,bulletin_paie_2.pdf_Page 1.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
479,bulletin_paie_2.pdf_Page 1.jpg_in_logo_societe_generale.png,0.0
480,bulletin_paie_3.pdf_Page 1.jpg_in_logo_bouygues_screenshot.JPG,0.0
481,bulletin_paie_3.pdf_Page 1.jpg_in_logo_bouygues_telecom.png,0.0
482,bulletin_paie_3.pdf_Page 1.jpg_in_logo_EDF.png,0.0
483,bulletin_paie_3.pdf_Page 1.jpg_in_logo_EDF_screenshot.PNG,0.01
484,bulletin_paie_3.pdf_Page 1.jpg_in_logo_enercorp.png,0.04
485,bulletin_paie_3.pdf_Page 1.jpg_in_logo_engie.png,0.0
486,bulletin_paie_3.pdf_Page 1.jpg_in_logo_engie_screenshot.JPG,0.0
487,bulletin_paie_3.pdf_Page 1.jpg_in_logo_free.png,0.0
488,bulletin_paie_3.pdf_Page 1.jpg_in_logo_free_screenshot.JPG,0.0
489,bulletin_paie_3.pdf_Page 1.jpg_in_logo_lcl.png,0.0
490,bulletin_paie_3.pdf_Page 1.jpg_in_logo_LCL_screenshot.JPG,0.0
491,bulletin_paie_3.pdf_Page 1.jpg_in_logo_orange.png,0.01
492,bulletin_paie_3.pdf_Page 1.jpg_in_logo_orange_screenshot.JPG,0.0
493,bulletin_paie_3.pdf_Page 1.jpg_in_logo_sfr.png,0.0
494,bulletin_paie_3.pdf_Page 1.jpg_in_logo_SocieteGenerale_screenshot.JPG,2.43
495,bulletin_paie_3.pdf_Page 1.jpg_in_logo_societe_generale.png,0.0
496,clash.jpg_in_logo_bouygues_screenshot.JPG,0.0
497,clash.jpg_in_logo_bouygues_telecom.png,0.0
498,clash.jpg_in_logo_EDF.png,0.0
499,clash.jpg_in_logo_EDF_screenshot.PNG,0.0
500,clash.jpg_in_logo_enercorp.png,0.0
501,clash.jpg_in_logo_engie.png,0.0
502,clash.jpg_in_logo_engie_screenshot.JPG,0.0
503,clash.jpg_in_logo_free.png,0.0
504,clash.jpg_in_logo_free_screenshot.JPG,0.0
505,clash.jpg_in_logo_lcl.png,0.0
506,clash.jpg_in_logo_LCL_screenshot.JPG,0.0
507,clash.jpg_in_logo_orange.png,0.0
508,clash.jpg_in_logo_orange_screenshot.JPG,0.0
509,clash.jpg_in_logo_sfr.png,0.0
510,clash.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
511,clash.jpg_in_logo_societe_generale.png,0.0
512,perry_platypus.png_in_logo_bouygues_screenshot.JPG,0.0
513,perry_platypus.png_in_logo_bouygues_telecom.png,0.0
514,perry_platypus.png_in_logo_EDF.png,0.0
515,perry_platypus.png_in_logo_EDF_screenshot.PNG,0.0
516,perry_platypus.png_in_logo_enercorp.png,0.0
517,perry_platypus.png_in_logo_engie.png,0.0
518,perry_platypus.png_in_logo_engie_screenshot.JPG,0.0
519,perry_platypus.png_in_logo_free.png,0.0
520,perry_platypus.png_in_logo_free_screenshot.JPG,0.0
521,perry_platypus.png_in_logo_lcl.png,0.0
522,perry_platypus.png_in_logo_LCL_screenshot.JPG,0.0
523,perry_platypus.png_in_logo_orange.png,0.0
524,perry_platypus.png_in_logo_orange_screenshot.JPG,0.0
525,perry_platypus.png_in_logo_sfr.png,0.0
526,perry_platypus.png_in_logo_SocieteGenerale_screenshot.JPG,0.0
527,perry_platypus.png_in_logo_societe_generale.png,0.0
528,perry_platypus_fanart.jpg_in_logo_bouygues_screenshot.JPG,0.02
529,perry_platypus_fanart.jpg_in_logo_bouygues_telecom.png,0.0
530,perry_platypus_fanart.jpg_in_logo_EDF.png,0.0
531,perry_platypus_fanart.jpg_in_logo_EDF_screenshot.PNG,0.0
532,perry_platypus_fanart.jpg_in_logo_enercorp.png,0.0
533,perry_platypus_fanart.jpg_in_logo_engie.png,0.0
534,perry_platypus_fanart.jpg_in_logo_engie_screenshot.JPG,0.0
535,perry_platypus_fanart.jpg_in_logo_free.png,0.0
536,perry_platypus_fanart.jpg_in_logo_free_screenshot.JPG,0.0
537,perry_platypus_fanart.jpg_in_logo_lcl.png,0.0
538,perry_platypus_fanart.jpg_in_logo_LCL_screenshot.JPG,0.0
539,perry_platypus_fanart.jpg_in_logo_orange.png,0.0
540,perry_platypus_fanart.jpg_in_logo_orange_screenshot.JPG,0.0
541,perry_platypus_fanart.jpg_in_logo_sfr.png,0.0
542,perry_platypus_fanart.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
543,perry_platypus_fanart.jpg_in_logo_societe_generale.png,0.0
544,releve_compte_1.pdf_Page 1.jpg_in_logo_bouygues_screenshot.JPG,0.0
545,releve_compte_1.pdf_Page 1.jpg_in_logo_bouygues_telecom.png,0.0
546,releve_compte_1.pdf_Page 1.jpg_in_logo_EDF.png,0.0
547,releve_compte_1.pdf_Page 1.jpg_in_logo_EDF_screenshot.PNG,0.0
548,releve_compte_1.pdf_Page 1.jpg_in_logo_enercorp.png,0.0
549,releve_compte_1.pdf_Page 1.jpg_in_logo_engie.png,0.0
550,releve_compte_1.pdf_Page 1.jpg_in_logo_engie_screenshot.JPG,0.0
551,releve_compte_1.pdf_Page 1.jpg_in_logo_free.png,0.0
552,releve_compte_1.pdf_Page 1.jpg_in_logo_free_screenshot.JPG,0.0
553,releve_compte_1.pdf_Page 1.jpg_in_logo_lcl.png,0.02
554,releve_compte_1.pdf_Page 1.jpg_in_logo_LCL_screenshot.JPG,0.18
555,releve_compte_1.pdf_Page 1.jpg_in_logo_orange.png,0.0
556,releve_compte_1.pdf_Page 1.jpg_in_logo_orange_screenshot.JPG,0.0
557,releve_compte_1.pdf_Page 1.jpg_in_logo_sfr.png,0.0
558,releve_compte_1.pdf_Page 1.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
559,releve_compte_1.pdf_Page 1.jpg_in_logo_societe_generale.png,0.0
560,releve_compte_1.pdf_Page 2.jpg_in_logo_bouygues_screenshot.JPG,0.0
561,releve_compte_1.pdf_Page 2.jpg_in_logo_bouygues_telecom.png,0.0
562,releve_compte_1.pdf_Page 2.jpg_in_logo_EDF.png,0.0
563,releve_compte_1.pdf_Page 2.jpg_in_logo_EDF_screenshot.PNG,0.0
564,releve_compte_1.pdf_Page 2.jpg_in_logo_enercorp.png,0.0
565,releve_compte_1.pdf_Page 2.jpg_in_logo_engie.png,0.0
566,releve_compte_1.pdf_Page 2.jpg_in_logo_engie_screenshot.JPG,0.0
567,releve_compte_1.pdf_Page 2.jpg_in_logo_free.png,0.0
568,releve_compte_1.pdf_Page 2.jpg_in_logo_free_screenshot.JPG,0.0
569,releve_compte_1.pdf_Page 2.jpg_in_logo_lcl.png,0.02
570,releve_compte_1.pdf_Page 2.jpg_in_logo_LCL_screenshot.JPG,0.18
571,releve_compte_1.pdf_Page 2.jpg_in_logo_orange.png,0.0
572,releve_compte_1.pdf_Page 2.jpg_in_logo_orange_screenshot.JPG,0.0
573,releve_compte_1.pdf_Page 2.jpg_in_logo_sfr.png,0.0
574,releve_compte_1.pdf_Page 2.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
575,releve_compte_1.pdf_Page 2.jpg_in_logo_societe_generale.png,0.0
576,releve_compte_1.pdf_Page 3.jpg_in_logo_bouygues_screenshot.JPG,0.0
577,releve_compte_1.pdf_Page 3.jpg_in_logo_bouygues_telecom.png,0.0
578,releve_compte_1.pdf_Page 3.jpg_in_logo_EDF.png,0.0
579,releve_compte_1.pdf_Page 3.jpg_in_logo_EDF_screenshot.PNG,0.0
580,releve_compte_1.pdf_Page 3.jpg_in_logo_enercorp.png,0.0
581,releve_compte_1.pdf_Page 3.jpg_in_logo_engie.png,0.0
582,releve_compte_1.pdf_Page 3.jpg_in_logo_engie_screenshot.JPG,0.0
583,releve_compte_1.pdf_Page 3.jpg_in_logo_free.png,0.0
584,releve_compte_1.pdf_Page 3.jpg_in_logo_free_screenshot.JPG,0.0
585,releve_compte_1.pdf_Page 3.jpg_in_logo_lcl.png,0.02
586,releve_compte_1.pdf_Page 3.jpg_in_logo_LCL_screenshot.JPG,0.18
587,releve_compte_1.pdf_Page 3.jpg_in_logo_orange.png,0.0
588,releve_compte_1.pdf_Page 3.jpg_in_logo_orange_screenshot.JPG,0.0
589,releve_compte_1.pdf_Page 3.jpg_in_logo_sfr.png,0.0
590,releve_compte_1.pdf_Page 3.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.0
591,releve_compte_1.pdf_Page 3.jpg_in_logo_societe_generale.png,0.0
592,releve_compte_2.pdf_Page 1.jpg_in_logo_bouygues_screenshot.JPG,0.0
593,releve_compte_2.pdf_Page 1.jpg_in_logo_bouygues_telecom.png,0.0
594,releve_compte_2.pdf_Page 1.jpg_in_logo_EDF.png,0.01
595,releve_compte_2.pdf_Page 1.jpg_in_logo_EDF_screenshot.PNG,0.01
596,releve_compte_2.pdf_Page 1.jpg_in_logo_enercorp.png,0.03
597,releve_compte_2.pdf_Page 1.jpg_in_logo_engie.png,0.0
598,releve_compte_2.pdf_Page 1.jpg_in_logo_engie_screenshot.JPG,0.0
599,releve_compte_2.pdf_Page 1.jpg_in_logo_free.png,0.0
600,releve_compte_2.pdf_Page 1.jpg_in_logo_free_screenshot.JPG,0.0
601,releve_compte_2.pdf_Page 1.jpg_in_logo_lcl.png,0.0
602,releve_compte_2.pdf_Page 1.jpg_in_logo_LCL_screenshot.JPG,0.0
603,releve_compte_2.pdf_Page 1.jpg_in_logo_orange.png,0.0
604,releve_compte_2.pdf_Page 1.jpg_in_logo_orange_screenshot.JPG,0.0
605,releve_compte_2.pdf_Page 1.jpg_in_logo_sfr.png,0.02
606,releve_compte_2.pdf_Page 1.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.57
607,releve_compte_2.pdf_Page 1.jpg_in_logo_societe_generale.png,0.0
608,releve_compte_2.pdf_Page 2.jpg_in_logo_bouygues_screenshot.JPG,0.0
609,releve_compte_2.pdf_Page 2.jpg_in_logo_bouygues_telecom.png,0.0
610,releve_compte_2.pdf_Page 2.jpg_in_logo_EDF.png,0.01
611,releve_compte_2.pdf_Page 2.jpg_in_logo_EDF_screenshot.PNG,0.01
612,releve_compte_2.pdf_Page 2.jpg_in_logo_enercorp.png,0.03
613,releve_compte_2.pdf_Page 2.jpg_in_logo_engie.png,0.0
614,releve_compte_2.pdf_Page 2.jpg_in_logo_engie_screenshot.JPG,0.0
615,releve_compte_2.pdf_Page 2.jpg_in_logo_free.png,0.0
616,releve_compte_2.pdf_Page 2.jpg_in_logo_free_screenshot.JPG,0.0
617,releve_compte_2.pdf_Page 2.jpg_in_logo_lcl.png,0.0
618,releve_compte_2.pdf_Page 2.jpg_in_logo_LCL_screenshot.JPG,0.0
619,releve_compte_2.pdf_Page 2.jpg_in_logo_orange.png,0.0
620,releve_compte_2.pdf_Page 2.jpg_in_logo_orange_screenshot.JPG,0.0
621,releve_compte_2.pdf_Page 2.jpg_in_logo_sfr.png,0.02
622,releve_compte_2.pdf_Page 2.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.57
623,releve_compte_2.pdf_Page 2.jpg_in_logo_societe_generale.png,0.0
624,releve_compte_2.pdf_Page 3.jpg_in_logo_bouygues_screenshot.JPG,0.0
625,releve_compte_2.pdf_Page 3.jpg_in_logo_bouygues_telecom.png,0.0
626,releve_compte_2.pdf_Page 3.jpg_in_logo_EDF.png,0.01
627,releve_compte_2.pdf_Page 3.jpg_in_logo_EDF_screenshot.PNG,0.01
628,releve_compte_2.pdf_Page 3.jpg_in_logo_enercorp.png,0.03
629,releve_compte_2.pdf_Page 3.jpg_in_logo_engie.png,0.0
630,releve_compte_2.pdf_Page 3.jpg_in_logo_engie_screenshot.JPG,0.0
631,releve_compte_2.pdf_Page 3.jpg_in_logo_free.png,0.0
632,releve_compte_2.pdf_Page 3.jpg_in_logo_free_screenshot.JPG,0.0
633,releve_compte_2.pdf_Page 3.jpg_in_logo_lcl.png,0.0
634,releve_compte_2.pdf_Page 3.jpg_in_logo_LCL_screenshot.JPG,0.0
635,releve_compte_2.pdf_Page 3.jpg_in_logo_orange.png,0.0
636,releve_compte_2.pdf_Page 3.jpg_in_logo_orange_screenshot.JPG,0.0
637,releve_compte_2.pdf_Page 3.jpg_in_logo_sfr.png,0.02
638,releve_compte_2.pdf_Page 3.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.57
639,releve_compte_2.pdf_Page 3.jpg_in_logo_societe_generale.png,0.0
640,releve_compte_2.pdf_Page 4.jpg_in_logo_bouygues_screenshot.JPG,0.0
641,releve_compte_2.pdf_Page 4.jpg_in_logo_bouygues_telecom.png,0.0
642,releve_compte_2.pdf_Page 4.jpg_in_logo_EDF.png,0.01
643,releve_compte_2.pdf_Page 4.jpg_in_logo_EDF_screenshot.PNG,0.01
644,releve_compte_2.pdf_Page 4.jpg_in_logo_enercorp.png,0.03
645,releve_compte_2.pdf_Page 4.jpg_in_logo_engie.png,0.0
646,releve_compte_2.pdf_Page 4.jpg_in_logo_engie_screenshot.JPG,0.0
647,releve_compte_2.pdf_Page 4.jpg_in_logo_free.png,0.0
648,releve_compte_2.pdf_Page 4.jpg_in_logo_free_screenshot.JPG,0.0
649,releve_compte_2.pdf_Page 4.jpg_in_logo_lcl.png,0.0
650,releve_compte_2.pdf_Page 4.jpg_in_logo_LCL_screenshot.JPG,0.0
651,releve_compte_2.pdf_Page 4.jpg_in_logo_orange.png,0.0
652,releve_compte_2.pdf_Page 4.jpg_in_logo_orange_screenshot.JPG,0.0
653,releve_compte_2.pdf_Page 4.jpg_in_logo_sfr.png,0.02
654,releve_compte_2.pdf_Page 4.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.57
655,releve_compte_2.pdf_Page 4.jpg_in_logo_societe_generale.png,0.0
656,releve_compte_2.pdf_Page 5.jpg_in_logo_bouygues_screenshot.JPG,0.0
657,releve_compte_2.pdf_Page 5.jpg_in_logo_bouygues_telecom.png,0.0
658,releve_compte_2.pdf_Page 5.jpg_in_logo_EDF.png,0.01
659,releve_compte_2.pdf_Page 5.jpg_in_logo_EDF_screenshot.PNG,0.01
660,releve_compte_2.pdf_Page 5.jpg_in_logo_enercorp.png,0.03
661,releve_compte_2.pdf_Page 5.jpg_in_logo_engie.png,0.0
662,releve_compte_2.pdf_Page 5.jpg_in_logo_engie_screenshot.JPG,0.0
663,releve_compte_2.pdf_Page 5.jpg_in_logo_free.png,0.0
664,releve_compte_2.pdf_Page 5.jpg_in_logo_free_screenshot.JPG,0.0
665,releve_compte_2.pdf_Page 5.jpg_in_logo_lcl.png,0.0
666,releve_compte_2.pdf_Page 5.jpg_in_logo_LCL_screenshot.JPG,0.0
667,releve_compte_2.pdf_Page 5.jpg_in_logo_orange.png,0.0
668,releve_compte_2.pdf_Page 5.jpg_in_logo_orange_screenshot.JPG,0.0
669,releve_compte_2.pdf_Page 5.jpg_in_logo_sfr.png,0.02
670,releve_compte_2.pdf_Page 5.jpg_in_logo_SocieteGenerale_screenshot.JPG,0.57
671,releve_compte_2.pdf_Page 5.jpg_in_logo_societe_generale.png,0.0
